epoch,epoch_emissions_kg,cumulative_emissions_kg,loss,rmse,recall@5,ndcg@5,recall@10,ndcg@10,recall@20,ndcg@20
1,1.1334629999847356e-05,1.1334629999847356e-05,99.00076668088475,1.3055704452040153,0.06904761904761904,0.06004221065670893,0.1414285714285714,0.08858556046183824,0.27,0.1409774288067678
2,1.138808592048387e-05,2.2722715920331227e-05,77.18278720772679,1.3357674471390635,0.15625,0.1704776847112558,0.25,0.21232227510874566,0.4375,0.2855509962133598
3,1.1790843601109138e-05,3.451355952144037e-05,67.09956947942092,1.405388663560101,0.132183908045977,0.13919509405024394,0.3390804597701149,0.2277400002146124,0.4827586206896552,0.2946659019170363
4,1.1151394765334033e-05,4.56649542867744e-05,64.28231247378068,1.4582101834753882,0.19476190476190475,0.17777883929564087,0.2947619047619048,0.23033546406087332,0.4614285714285714,0.2772727418229054
5,1.1211780991038167e-05,5.687673527781257e-05,63.21247740683269,1.4937997360708621,0.1951219512195122,0.19962973012035495,0.24390243902439024,0.21437435702532118,0.40650406504065045,0.26339657502911135
6,1.130245581483792e-05,6.817919109265049e-05,62.492358663170656,1.4990817538683048,0.24786324786324784,0.1727364565415238,0.34615384615384615,0.23417098241041245,0.3675213675213675,0.24200209768391526
7,1.1323897682579719e-05,7.950308877523021e-05,62.45714946654023,1.5128225869432852,0.0925925925925926,0.07453051338585474,0.2152777777777778,0.11960137535472525,0.3680555555555556,0.17502236587950964
8,1.1841427645171318e-05,9.134451642040153e-05,62.209421199354104,1.5203478028132513,0.11428571428571428,0.09319598591836901,0.20952380952380953,0.14372942962517285,0.35238095238095235,0.18977383810347773
9,1.160897631315829e-05,0.00010295349273355982,62.071637811795085,1.5203278373229319,0.18627450980392157,0.16247075894411728,0.2598039215686274,0.20515891134757563,0.42156862745098034,0.25755158993653415
10,1.2300548880271328e-05,0.00011525404161383115,62.220540074777055,1.5422315976435779,0.18333333333333332,0.1215086031361686,0.24940476190476185,0.14810035870235874,0.3279761904761905,0.185332234529389
11,1.1762795681525708e-05,0.00012701683729535686,61.85114382110088,1.52985983774602,0.1640625,0.14420349114150055,0.203125,0.1569091452375729,0.4375,0.2290708908797803
12,1.2230379920847842e-05,0.0001392472172162047,61.84643814536277,1.5413909106905272,0.26666666666666666,0.13586452532702167,0.3952380952380952,0.1862123505241932,0.4666666666666666,0.20889392241208068
13,1.223443446064998e-05,0.00015148165167685467,61.830380125937175,1.5436887204543208,0.07324561403508771,0.04354902280161876,0.2100877192982456,0.09514036123384687,0.30657894736842106,0.12880058906809325
14,1.1108622265235548e-05,0.00016259027394209023,61.635850293382944,1.5432018423232252,0.20238095238095238,0.18401607337049167,0.31666666666666665,0.23689511209626138,0.4309523809523809,0.28104327298147364
15,1.0918713809092038e-05,0.00017350898775118226,61.529473821271246,1.539145609372763,0.17424242424242425,0.11704956904432762,0.25,0.14977766047398378,0.25,0.14977766047398378
16,1.2156693102883621e-05,0.00018566568085406587,61.54669725757555,1.5419206703917807,0.16754385964912283,0.17571709030786337,0.2596491228070176,0.21842808755277318,0.41535087719298247,0.26000141908651536
17,1.1081684359402057e-05,0.0001967473652134679,61.403216626976885,1.5401426550419066,0.20270270270270271,0.21331862866795603,0.31981981981981983,0.2609487431330281,0.4909909909909909,0.3147263358155491
18,1.2471876983848876e-05,0.0002092192421973168,61.65143121189406,1.548048696689163,0.18803418803418803,0.1841517253712379,0.3333333333333333,0.2533329074933105,0.4444444444444444,0.3018179669432681
19,1.1408966075502732e-05,0.00022062820827281954,61.44808658594969,1.5442333071481569,0.0945945945945946,0.08500454715258807,0.14864864864864866,0.10947913360576639,0.3085585585585585,0.15920829240442613
20,1.1151517146784162e-05,0.0002317797254196037,61.35528742244393,1.5427700335404164,0.12905982905982905,0.1417653094030891,0.2504273504273504,0.20528836817402074,0.3196581196581197,0.22781117121628597
21,1.2025562900847901e-05,0.0002438052883204516,61.49451018173472,1.5435464991145804,0.20045045045045043,0.16162197052965932,0.3873873873873874,0.24180562789873952,0.509009009009009,0.2832574927349152
22,1.161703759585362e-05,0.0002554223259163052,61.33817259511325,1.5413728712809758,0.13008130081300812,0.09622785763215375,0.23780487804878048,0.16563350921381728,0.4552845528455284,0.23103615691696788
23,1.3090467067535832e-05,0.0002685127929838411,61.25412174376269,1.5504905909210271,0.24414414414414415,0.21294228648772867,0.2711711711711712,0.2247480938833051,0.4378378378378378,0.2751089423192003
24,1.0642671650437689e-05,0.00027915546463427876,61.32160504740423,1.5427921231136137,0.16463414634146342,0.13998443991567294,0.21341463414634146,0.16262351863906604,0.42886178861788615,0.24689715811602406
25,1.0953368676928823e-05,0.0002901088333112076,61.1338645016796,1.5536678836506002,0.14285714285714285,0.12157236329320346,0.26190476190476186,0.17763362761429558,0.4833333333333334,0.24619131208547632
26,1.114815381908196e-05,0.0003012569871302896,60.85062121734424,1.546311869847737,0.1338383838383838,0.12150933976593958,0.2752525252525252,0.20107059452743536,0.4368686868686868,0.25211316104092535
27,9.551222362353395e-06,0.000310808209492643,60.08508668086288,1.5504657932819808,0.25231481481481477,0.201280085163152,0.37037037037037035,0.26475112414121404,0.4907407407407407,0.30305369726049197
28,9.585321981274236e-06,0.0003203935314739172,58.4782419387876,1.5355787790657571,0.08823529411764706,0.06329961073967705,0.14705882352941177,0.08425297468720776,0.40196078431372545,0.17474184832085693
29,9.637307820749929e-06,0.0003300308392946671,56.65851256484106,1.5021778254092182,0.18,0.1570716802166021,0.26749999999999996,0.18605595097251318,0.3175,0.20861923036548657
30,9.642072536526172e-06,0.0003396729118311933,54.3126064598484,1.4523464797330592,0.24263565891472869,0.16032428779433772,0.3821705426356589,0.244262369775657,0.4864341085271317,0.2970366633623343
31,9.590015810180842e-06,0.0003492629276413741,51.64042803755795,1.3940398423257951,0.07692307692307693,0.04853305796703519,0.1794871794871795,0.08112783667909373,0.2585470085470085,0.1183719275987287
32,1.0445380295729805e-05,0.0003597083079371039,47.91744402154002,1.3329779234416301,0.030303030303030304,0.011722812340440656,0.09090909090909091,0.05129964242804869,0.29292929292929293,0.12149125946393183
33,9.982242648571209e-06,0.00036969055058567513,44.06210002337467,1.2824163634500856,0.2878787878787879,0.20427918574231402,0.36363636363636365,0.24977978495744216,0.49242424242424243,0.2972071569586699
34,9.856491219019108e-06,0.00037954704180469424,41.19605558935109,1.2509353865704573,0.047619047619047616,0.053853797789117024,0.1130952380952381,0.07674826159199163,0.2123015873015873,0.10996595805721159
35,9.900003695935226e-06,0.0003894470455006295,39.25367082798527,1.2109250457647613,0.08095238095238094,0.0547925098543471,0.20952380952380953,0.10660701431226476,0.2952380952380952,0.1440554398698857
36,9.950984555781317e-06,0.0003993980300564108,37.81146471753774,1.200888942298718,0.06944444444444445,0.06630146686762615,0.1675925925925926,0.11519288448032833,0.19537037037037036,0.1226994998810872
37,1.0190879465401182e-05,0.000409588909521812,36.89534844265399,1.1840398170771795,0.05714285714285714,0.06088370724489879,0.1238095238095238,0.0872743145974724,0.2309523809523809,0.11893951131665814
38,9.980308388208378e-06,0.0004195692179100204,36.09822411482221,1.1923234830678904,0.10526315789473684,0.05503249946781626,0.11842105263157894,0.05969669122529121,0.20614035087719298,0.09326963434909104
39,9.747379402585949e-06,0.00042931659731260634,35.58073483661256,1.1772115757877808,0.07657657657657657,0.0706381426019946,0.14414414414414414,0.10370335433294726,0.2072072072072072,0.12189054619079087
40,9.762686137077297e-06,0.00043907928344968363,35.06480402586249,1.1738345208276428,0.09444444444444443,0.047945873903837706,0.1111111111111111,0.06203886838405938,0.12777777777777777,0.06703909482100398
41,9.320808396087494e-06,0.0004484000918457711,34.55439196109161,1.1740778227161692,0.06991869918699185,0.054339624672006176,0.10243902439024388,0.07986555650836795,0.24471544715447155,0.1299840290749983
42,9.386647206957274e-06,0.00045778673905272837,34.24855648143343,1.1782526793064863,0.14285714285714285,0.1143439034333402,0.19841269841269837,0.13412503422622554,0.3134920634920635,0.1663442258693442
43,9.695417805249048e-06,0.0004674821568579774,33.8319897230395,1.1720253267194862,0.10294117647058823,0.08286851074435102,0.16176470588235295,0.1006487961297515,0.23627450980392156,0.13144735211134304
44,9.344053765491404e-06,0.0004768262106234688,33.444884340528034,1.1829226082599786,0.08571428571428572,0.06819579449241547,0.14285714285714285,0.09457945607284983,0.32380952380952377,0.1431383748451788
45,9.326769758056356e-06,0.0004861529803815252,33.1588730464061,1.1900879650964142,0.03529411764705882,0.03166896787988528,0.1823529411764706,0.08733379194399654,0.27058823529411763,0.12526131369735688
46,9.276649651276448e-06,0.0004954296300328017,32.67787788283657,1.186492843222619,0.0125,0.013531688794354091,0.075,0.039686005874207696,0.16666666666666666,0.07506155839279942
47,9.30910861766274e-06,0.0005047387386504644,32.310826339428615,1.1892248400474354,0.11764705882352941,0.11116594317496806,0.17647058823529413,0.13255708191676702,0.39705882352941174,0.20412024457804473
48,9.328534230636472e-06,0.0005140672728811008,31.976529237402843,1.1945404109383602,0.0978494623655914,0.094598125580227,0.128494623655914,0.11202187556163254,0.23333333333333334,0.1483590635852149
49,9.288879656236595e-06,0.0005233561525373375,31.517052226732087,1.2016918728321777,0.10810810810810811,0.08969858492801751,0.18468468468468469,0.12458241603180512,0.27927927927927926,0.15463938428661295
50,1.0937932499629199e-05,0.0005342940850369667,31.050949741417252,1.2106373204630398,0.09375,0.07868070502518748,0.125,0.10268198713592051,0.1703125,0.11873101596984055
